cell_id,municipio,time_bucket,dia_tipo,hour,centroid_lat,centroid_lon,n_requests,n_drivers_available,supply_demand_ratio,demand_density,cancel_rate
1-13-3,1,entre_semana_20,entre_semana,20,16.736423,-93.150557,1,4,4.0,11.11,0.0
1-13-3,1,fin_de_semana_17,fin_de_semana,17,16.736423,-93.150557,1,1,1.0,11.11,0.0
1-13-4,1,entre_semana_20,entre_semana,20,16.736423,-93.147859,1,1,1.0,11.11,1.0
1-13-5,1,fin_de_semana_21,fin_de_semana,21,16.736423,-93.145161,1,4,4.0,11.11,0.0
1-13-6,1,entre_semana_19,entre_semana,19,16.736423,-93.142463,1,4,4.0,11.11,1.0
1-13-6,1,fin_de_semana_20,fin_de_semana,20,16.736423,-93.142463,1,4,4.0,11.11,0.0
1-13-7,1,entre_semana_20,entre_semana,20,16.736423,-93.139765,1,6,6.0,11.11,0.0
1-13-10,1,entre_semana_13,entre_semana,13,16.736423,-93.131671,1,3,3.0,11.11,1.0
1-13-10,1,fin_de_semana_21,fin_de_semana,21,16.736423,-93.131671,1,4,4.0,11.11,0.0
1-13-11,1,entre_semana_18,entre_semana,18,16.736423,-93.128973,1,3,3.0,11.11,0.0
1-13-12,1,entre_semana_18,entre_semana,18,16.736423,-93.126275,1,7,7.0,11.11,1.0
1-13-13,1,entre_semana_15,entre_semana,15,16.736423,-93.123577,1,3,3.0,11.11,0.0
1-13-13,1,fin_de_semana_17,fin_de_semana,17,16.736423,-93.123577,1,4,4.0,11.11,1.0
1-13-16,1,entre_semana_07,entre_semana,7,16.736423,-93.115484,1,0,0.0,11.11,0.0
1-13-16,1,entre_semana_08,entre_semana,8,16.736423,-93.115484,1,4,4.0,11.11,1.0
1-13-16,1,entre_semana_18,entre_semana,18,16.736423,-93.115484,1,0,0.0,11.11,0.0
1-13-16,1,fin_de_semana_05,fin_de_semana,5,16.736423,-93.115484,1,0,0.0,11.11,1.0
1-13-16,1,fin_de_semana_12,fin_de_semana,12,16.736423,-93.115484,1,6,6.0,11.11,0.0
1-13-16,1,fin_de_semana_20,fin_de_semana,20,16.736423,-93.115484,1,2,2.0,11.11,0.0
1-13-17,1,entre_semana_00,entre_semana,0,16.736423,-93.112786,8,4,0.5,88.89,0.125
1-13-17,1,entre_semana_01,entre_semana,1,16.736423,-93.112786,7,12,1.714,77.78,0.0
1-13-17,1,entre_semana_02,entre_semana,2,16.736423,-93.112786,9,6,0.667,100.0,0.222
1-13-17,1,entre_semana_03,entre_semana,3,16.736423,-93.112786,9,3,0.333,100.0,0.222
1-13-17,1,entre_semana_04,entre_semana,4,16.736423,-93.112786,5,6,1.2,55.56,0.0
1-13-17,1,entre_semana_05,entre_semana,5,16.736423,-93.112786,5,4,0.8,55.56,0.2
1-13-17,1,entre_semana_06,entre_semana,6,16.736423,-93.112786,12,7,0.583,133.33,0.083
1-13-17,1,entre_semana_07,entre_semana,7,16.736423,-93.112786,39,2,0.051,433.33,0.359
1-13-17,1,entre_semana_08,entre_semana,8,16.736423,-93.112786,41,4,0.098,455.56,0.39
1-13-17,1,entre_semana_09,entre_semana,9,16.736423,-93.112786,30,2,0.067,333.33,0.3
1-13-17,1,entre_semana_10,entre_semana,10,16.736423,-93.112786,11,3,0.273,122.22,0.182
1-13-17,1,entre_semana_11,entre_semana,11,16.736423,-93.112786,8,4,0.5,88.89,0.125
1-13-17,1,entre_semana_12,entre_semana,12,16.736423,-93.112786,6,2,0.333,66.67,0.0
1-13-17,1,entre_semana_13,entre_semana,13,16.736423,-93.112786,31,3,0.097,344.44,0.0
1-13-17,1,entre_semana_14,entre_semana,14,16.736423,-93.112786,7,5,0.714,77.78,0.143
1-13-17,1,entre_semana_15,entre_semana,15,16.736423,-93.112786,8,4,0.5,88.89,0.125
1-13-17,1,entre_semana_16,entre_semana,16,16.736423,-93.112786,9,5,0.556,100.0,0.111
1-13-17,1,entre_semana_17,entre_semana,17,16.736423,-93.112786,38,4,0.105,422.22,0.289
1-13-17,1,entre_semana_18,entre_semana,18,16.736423,-93.112786,42,1,0.024,466.67,0.238
1-13-17,1,entre_semana_19,entre_semana,19,16.736423,-93.112786,32,3,0.094,355.56,0.25
1-13-17,1,entre_semana_20,entre_semana,20,16.736423,-93.112786,22,6,0.273,244.44,0.364
1-13-17,1,entre_semana_21,entre_semana,21,16.736423,-93.112786,9,5,0.556,100.0,0.111
1-13-17,1,entre_semana_22,entre_semana,22,16.736423,-93.112786,5,4,0.8,55.56,0.4
1-13-17,1,entre_semana_23,entre_semana,23,16.736423,-93.112786,14,1,0.071,155.56,0.0
1-13-17,1,fin_de_semana_00,fin_de_semana,0,16.736423,-93.112786,4,0,0.0,44.44,0.25
1-13-17,1,fin_de_semana_01,fin_de_semana,1,16.736423,-93.112786,4,3,0.75,44.44,0.0
1-13-17,1,fin_de_semana_02,fin_de_semana,2,16.736423,-93.112786,3,0,0.0,33.33,0.0
1-13-17,1,fin_de_semana_03,fin_de_semana,3,16.736423,-93.112786,5,4,0.8,55.56,0.0
1-13-17,1,fin_de_semana_04,fin_de_semana,4,16.736423,-93.112786,2,8,4.0,22.22,0.0
1-13-17,1,fin_de_semana_05,fin_de_semana,5,16.736423,-93.112786,2,7,3.5,22.22,0.0
1-13-17,1,fin_de_semana_06,fin_de_semana,6,16.736423,-93.112786,6,3,0.5,66.67,0.0
1-13-17,1,fin_de_semana_07,fin_de_semana,7,16.736423,-93.112786,9,2,0.222,100.0,0.111
1-13-17,1,fin_de_semana_08,fin_de_semana,8,16.736423,-93.112786,10,7,0.7,111.11,0.0
1-13-17,1,fin_de_semana_09,fin_de_semana,9,16.736423,-93.112786,20,2,0.1,222.22,0.3
1-13-17,1,fin_de_semana_10,fin_de_semana,10,16.736423,-93.112786,4,4,1.0,44.44,0.0
1-13-17,1,fin_de_semana_11,fin_de_semana,11,16.736423,-93.112786,1,5,5.0,11.11,0.0
1-13-17,1,fin_de_semana_12,fin_de_semana,12,16.736423,-93.112786,8,1,0.125,88.89,0.0
1-13-17,1,fin_de_semana_13,fin_de_semana,13,16.736423,-93.112786,6,7,1.167,66.67,0.167
1-13-17,1,fin_de_semana_14,fin_de_semana,14,16.736423,-93.112786,4,3,0.75,44.44,0.25
1-13-17,1,fin_de_semana_15,fin_de_semana,15,16.736423,-93.112786,2,4,2.0,22.22,0.0
1-13-17,1,fin_de_semana_17,fin_de_semana,17,16.736423,-93.112786,14,5,0.357,155.56,0.357
1-13-17,1,fin_de_semana_18,fin_de_semana,18,16.736423,-93.112786,12,3,0.25,133.33,0.25
1-13-17,1,fin_de_semana_19,fin_de_semana,19,16.736423,-93.112786,15,6,0.4,166.67,0.2
1-13-17,1,fin_de_semana_20,fin_de_semana,20,16.736423,-93.112786,8,5,0.625,88.89,0.125
1-13-17,1,fin_de_semana_21,fin_de_semana,21,16.736423,-93.112786,16,3,0.188,177.78,0.25
1-13-17,1,fin_de_semana_22,fin_de_semana,22,16.736423,-93.112786,18,1,0.056,200.0,0.333
1-13-17,1,fin_de_semana_23,fin_de_semana,23,16.736423,-93.112786,9,7,0.778,100.0,0.111
1-13-18,1,entre_semana_00,entre_semana,0,16.736423,-93.110088,49,4,0.082,544.44,0.122
1-13-18,1,entre_semana_01,entre_semana,1,16.736423,-93.110088,40,3,0.075,444.44,0.05
1-13-18,1,entre_semana_02,entre_semana,2,16.736423,-93.110088,43,4,0.093,477.78,0.07
1-13-18,1,entre_semana_03,entre_semana,3,16.736423,-93.110088,33,6,0.182,366.67,0.152
1-13-18,1,entre_semana_04,entre_semana,4,16.736423,-93.110088,38,4,0.105,422.22,0.053
1-13-18,1,entre_semana_05,entre_semana,5,16.736423,-93.110088,42,3,0.071,466.67,0.0
1-13-18,1,entre_semana_06,entre_semana,6,16.736423,-93.110088,39,7,0.179,433.33,0.154
1-13-18,1,entre_semana_07,entre_semana,7,16.736423,-93.110088,212,6,0.028,2355.56,0.321
1-13-18,1,entre_semana_08,entre_semana,8,16.736423,-93.110088,201,1,0.005,2233.33,0.333
1-13-18,1,entre_semana_09,entre_semana,9,16.736423,-93.110088,163,7,0.043,1811.11,0.288
1-13-18,1,entre_semana_10,entre_semana,10,16.736423,-93.110088,38,0,0.0,422.22,0.053
1-13-18,1,entre_semana_11,entre_semana,11,16.736423,-93.110088,38,4,0.105,422.22,0.105
1-13-18,1,entre_semana_12,entre_semana,12,16.736423,-93.110088,31,6,0.194,344.44,0.129
1-13-18,1,entre_semana_13,entre_semana,13,16.736423,-93.110088,118,5,0.042,1311.11,0.254
1-13-18,1,entre_semana_14,entre_semana,14,16.736423,-93.110088,37,2,0.054,411.11,0.108
1-13-18,1,entre_semana_15,entre_semana,15,16.736423,-93.110088,49,6,0.122,544.44,0.02
1-13-18,1,entre_semana_16,entre_semana,16,16.736423,-93.110088,54,8,0.148,600.0,0.13
1-13-18,1,entre_semana_17,entre_semana,17,16.736423,-93.110088,196,3,0.015,2177.78,0.327
1-13-18,1,entre_semana_18,entre_semana,18,16.736423,-93.110088,206,5,0.024,2288.89,0.379
1-13-18,1,entre_semana_19,entre_semana,19,16.736423,-93.110088,166,4,0.024,1844.44,0.253
1-13-18,1,entre_semana_20,entre_semana,20,16.736423,-93.110088,136,5,0.037,1511.11,0.25
1-13-18,1,entre_semana_21,entre_semana,21,16.736423,-93.110088,43,3,0.07,477.78,0.07
1-13-18,1,entre_semana_22,entre_semana,22,16.736423,-93.110088,50,6,0.12,555.56,0.12
1-13-18,1,entre_semana_23,entre_semana,23,16.736423,-93.110088,34,2,0.059,377.78,0.118
1-13-18,1,fin_de_semana_00,fin_de_semana,0,16.736423,-93.110088,15,3,0.2,166.67,0.0
1-13-18,1,fin_de_semana_01,fin_de_semana,1,16.736423,-93.110088,15,9,0.6,166.67,0.067
1-13-18,1,fin_de_semana_02,fin_de_semana,2,16.736423,-93.110088,20,5,0.25,222.22,0.0
1-13-18,1,fin_de_semana_03,fin_de_semana,3,16.736423,-93.110088,19,11,0.579,211.11,0.105
1-13-18,1,fin_de_semana_04,fin_de_semana,4,16.736423,-93.110088,17,1,0.059,188.89,0.118
1-13-18,1,fin_de_semana_05,fin_de_semana,5,16.736423,-93.110088,22,4,0.182,244.44,0.045
1-13-18,1,fin_de_semana_06,fin_de_semana,6,16.736423,-93.110088,13,3,0.231,144.44,0.077
1-13-18,1,fin_de_semana_07,fin_de_semana,7,16.736423,-93.110088,87,4,0.046,966.67,0.437
1-13-18,1,fin_de_semana_08,fin_de_semana,8,16.736423,-93.110088,72,5,0.069,800.0,0.417
1-13-18,1,fin_de_semana_09,fin_de_semana,9,16.736423,-93.110088,69,4,0.058,766.67,0.246
1-13-18,1,fin_de_semana_10,fin_de_semana,10,16.736423,-93.110088,11,3,0.273,122.22,0.091
1-13-18,1,fin_de_semana_11,fin_de_semana,11,16.736423,-93.110088,18,6,0.333,200.0,0.0
1-13-18,1,fin_de_semana_12,fin_de_semana,12,16.736423,-93.110088,20,4,0.2,222.22,0.15
1-13-18,1,fin_de_semana_13,fin_de_semana,13,16.736423,-93.110088,44,6,0.136,488.89,0.25
1-13-18,1,fin_de_semana_14,fin_de_semana,14,16.736423,-93.110088,22,5,0.227,244.44,0.091
1-13-18,1,fin_de_semana_15,fin_de_semana,15,16.736423,-93.110088,11,5,0.455,122.22,0.0
1-13-18,1,fin_de_semana_16,fin_de_semana,16,16.736423,-93.110088,16,7,0.438,177.78,0.062
1-13-18,1,fin_de_semana_17,fin_de_semana,17,16.736423,-93.110088,86,4,0.047,955.56,0.337
1-13-18,1,fin_de_semana_18,fin_de_semana,18,16.736423,-93.110088,91,8,0.088,1011.11,0.253
1-13-18,1,fin_de_semana_19,fin_de_semana,19,16.736423,-93.110088,73,3,0.041,811.11,0.425
1-13-18,1,fin_de_semana_20,fin_de_semana,20,16.736423,-93.110088,59,8,0.136,655.56,0.119
1-13-18,1,fin_de_semana_21,fin_de_semana,21,16.736423,-93.110088,69,7,0.101,766.67,0.261
1-13-18,1,fin_de_semana_22,fin_de_semana,22,16.736423,-93.110088,60,1,0.017,666.67,0.317
1-13-18,1,fin_de_semana_23,fin_de_semana,23,16.736423,-93.110088,55,6,0.109,611.11,0.273
1-13-19,1,entre_semana_00,entre_semana,0,16.736423,-93.10739,16,5,0.312,177.78,0.062
1-13-19,1,entre_semana_01,entre_semana,1,16.736423,-93.10739,9,3,0.333,100.0,0.0
1-13-19,1,entre_semana_02,entre_semana,2,16.736423,-93.10739,12,1,0.083,133.33,0.083
1-13-19,1,entre_semana_03,entre_semana,3,16.736423,-93.10739,10,6,0.6,111.11,0.0
1-13-19,1,entre_semana_04,entre_semana,4,16.736423,-93.10739,13,4,0.308,144.44,0.0
1-13-19,1,entre_semana_05,entre_semana,5,16.736423,-93.10739,9,5,0.556,100.0,0.222
1-13-19,1,entre_semana_06,entre_semana,6,16.736423,-93.10739,3,2,0.667,33.33,0.0
1-13-19,1,entre_semana_07,entre_semana,7,16.736423,-93.10739,50,6,0.12,555.56,0.38
1-13-19,1,entre_semana_08,entre_semana,8,16.736423,-93.10739,55,7,0.127,611.11,0.345
1-13-19,1,entre_semana_09,entre_semana,9,16.736423,-93.10739,36,5,0.139,400.0,0.306
1-13-19,1,entre_semana_10,entre_semana,10,16.736423,-93.10739,13,4,0.308,144.44,0.077
1-13-19,1,entre_semana_11,entre_semana,11,16.736423,-93.10739,5,5,1.0,55.56,0.0
1-13-19,1,entre_semana_12,entre_semana,12,16.736423,-93.10739,10,4,0.4,111.11,0.1
1-13-19,1,entre_semana_13,entre_semana,13,16.736423,-93.10739,37,1,0.027,411.11,0.27
1-13-19,1,entre_semana_14,entre_semana,14,16.736423,-93.10739,11,4,0.364,122.22,0.273
1-13-19,1,entre_semana_15,entre_semana,15,16.736423,-93.10739,9,5,0.556,100.0,0.0
1-13-19,1,entre_semana_16,entre_semana,16,16.736423,-93.10739,5,1,0.2,55.56,0.0
1-13-19,1,entre_semana_17,entre_semana,17,16.736423,-93.10739,49,1,0.02,544.44,0.306
1-13-19,1,entre_semana_18,entre_semana,18,16.736423,-93.10739,52,0,0.0,577.78,0.442
1-13-19,1,entre_semana_19,entre_semana,19,16.736423,-93.10739,42,6,0.143,466.67,0.286
1-13-19,1,entre_semana_20,entre_semana,20,16.736423,-93.10739,45,3,0.067,500.0,0.244
1-13-19,1,entre_semana_21,entre_semana,21,16.736423,-93.10739,9,2,0.222,100.0,0.0
1-13-19,1,entre_semana_22,entre_semana,22,16.736423,-93.10739,15,6,0.4,166.67,0.0
1-13-19,1,entre_semana_23,entre_semana,23,16.736423,-93.10739,13,3,0.231,144.44,0.077
1-13-19,1,fin_de_semana_00,fin_de_semana,0,16.736423,-93.10739,7,4,0.571,77.78,0.0
1-13-19,1,fin_de_semana_02,fin_de_semana,2,16.736423,-93.10739,6,3,0.5,66.67,0.0
1-13-19,1,fin_de_semana_03,fin_de_semana,3,16.736423,-93.10739,4,3,0.75,44.44,0.0
1-13-19,1,fin_de_semana_04,fin_de_semana,4,16.736423,-93.10739,4,3,0.75,44.44,0.0
1-13-19,1,fin_de_semana_05,fin_de_semana,5,16.736423,-93.10739,3,1,0.333,33.33,0.0
1-13-19,1,fin_de_semana_06,fin_de_semana,6,16.736423,-93.10739,3,3,1.0,33.33,0.0
1-13-19,1,fin_de_semana_07,fin_de_semana,7,16.736423,-93.10739,20,6,0.3,222.22,0.25
1-13-19,1,fin_de_semana_08,fin_de_semana,8,16.736423,-93.10739,27,1,0.037,300.0,0.185
1-13-19,1,fin_de_semana_09,fin_de_semana,9,16.736423,-93.10739,14,4,0.286,155.56,0.286
1-13-19,1,fin_de_semana_10,fin_de_semana,10,16.736423,-93.10739,7,4,0.571,77.78,0.0
1-13-19,1,fin_de_semana_11,fin_de_semana,11,16.736423,-93.10739,1,5,5.0,11.11,0.0
1-13-19,1,fin_de_semana_12,fin_de_semana,12,16.736423,-93.10739,4,4,1.0,44.44,0.0
1-13-19,1,fin_de_semana_13,fin_de_semana,13,16.736423,-93.10739,12,4,0.333,133.33,0.0
1-13-19,1,fin_de_semana_14,fin_de_semana,14,16.736423,-93.10739,5,8,1.6,55.56,0.0
1-13-19,1,fin_de_semana_15,fin_de_semana,15,16.736423,-93.10739,2,7,3.5,22.22,0.0
1-13-19,1,fin_de_semana_16,fin_de_semana,16,16.736423,-93.10739,3,5,1.667,33.33,0.0
1-13-19,1,fin_de_semana_17,fin_de_semana,17,16.736423,-93.10739,23,4,0.174,255.56,0.261
1-13-19,1,fin_de_semana_18,fin_de_semana,18,16.736423,-93.10739,29,8,0.276,322.22,0.241
1-13-19,1,fin_de_semana_19,fin_de_semana,19,16.736423,-93.10739,19,2,0.105,211.11,0.316
1-13-19,1,fin_de_semana_20,fin_de_semana,20,16.736423,-93.10739,18,4,0.222,200.0,0.222
1-13-19,1,fin_de_semana_21,fin_de_semana,21,16.736423,-93.10739,10,1,0.1,111.11,0.1
1-13-19,1,fin_de_semana_22,fin_de_semana,22,16.736423,-93.10739,21,2,0.095,233.33,0.095
1-13-19,1,fin_de_semana_23,fin_de_semana,23,16.736423,-93.10739,16,5,0.312,177.78,0.312
1-13-20,1,entre_semana_06,entre_semana,6,16.736423,-93.104692,1,3,3.0,11.11,0.0
1-13-20,1,entre_semana_10,entre_semana,10,16.736423,-93.104692,1,7,7.0,11.11,0.0
1-13-20,1,entre_semana_11,entre_semana,11,16.736423,-93.104692,1,5,5.0,11.11,0.0
1-13-20,1,entre_semana_18,entre_semana,18,16.736423,-93.104692,1,3,3.0,11.11,1.0
1-13-20,1,fin_de_semana_00,fin_de_semana,0,16.736423,-93.104692,1,5,5.0,11.11,0.0
1-13-21,1,entre_semana_18,entre_semana,18,16.736423,-93.101994,1,1,1.0,11.11,1.0
1-13-21,1,fin_de_semana_07,fin_de_semana,7,16.736423,-93.101994,1,9,9.0,11.11,0.0
1-13-22,1,entre_semana_09,entre_semana,9,16.736423,-93.099296,1,7,7.0,11.11,1.0
1-13-22,1,fin_de_semana_19,fin_de_semana,19,16.736423,-93.099296,2,3,1.5,22.22,0.0
1-13-23,1,fin_de_semana_08,fin_de_semana,8,16.736423,-93.096598,1,5,5.0,11.11,0.0
1-13-24,1,fin_de_semana_04,fin_de_semana,4,16.736423,-93.0939,1,4,4.0,11.11,0.0
1-13-25,1,entre_semana_03,entre_semana,3,16.736423,-93.091202,1,1,1.0,11.11,0.0
1-13-25,1,entre_semana_18,entre_semana,18,16.736423,-93.091202,1,3,3.0,11.11,0.0
1-13-27,1,entre_semana_08,entre_semana,8,16.736423,-93.085806,1,3,3.0,11.11,0.0
1-13-28,1,entre_semana_15,entre_semana,15,16.736423,-93.083108,1,4,4.0,11.11,0.0
1-13-28,1,entre_semana_17,entre_semana,17,16.736423,-93.083108,1,4,4.0,11.11,1.0
1-13-28,1,entre_semana_20,entre_semana,20,16.736423,-93.083108,1,5,5.0,11.11,0.0
1-14-0,1,entre_semana_08,entre_semana,8,16.73912,-93.158651,1,2,2.0,11.11,0.0
1-14-1,1,fin_de_semana_01,fin_de_semana,1,16.73912,-93.155953,1,5,5.0,11.11,0.0
1-14-2,1,entre_semana_01,entre_semana,1,16.73912,-93.153255,1,7,7.0,11.11,0.0
1-14-3,1,entre_semana_11,entre_semana,11,16.73912,-93.150557,1,2,2.0,11.11,0.0
1-14-4,1,entre_semana_21,entre_semana,21,16.73912,-93.147859,1,1,1.0,11.11,1.0
1-14-4,1,fin_de_semana_20,fin_de_semana,20,16.73912,-93.147859,1,5,5.0,11.11,0.0
1-14-5,1,entre_semana_03,entre_semana,3,16.73912,-93.145161,1,7,7.0,11.11,0.0
1-14-5,1,entre_semana_18,entre_semana,18,16.73912,-93.145161,1,5,5.0,11.11,0.0
1-14-6,1,entre_semana_07,entre_semana,7,16.73912,-93.142463,1,5,5.0,11.11,0.0
1-14-6,1,entre_semana_08,entre_semana,8,16.73912,-93.142463,1,5,5.0,11.11,0.0
1-14-7,1,entre_semana_07,entre_semana,7,16.73912,-93.139765,1,6,6.0,11.11,0.0
1-14-7,1,fin_de_semana_20,fin_de_semana,20,16.73912,-93.139765,1,7,7.0,11.11,0.0
1-14-8,1,fin_de_semana_07,fin_de_semana,7,16.73912,-93.137067,1,4,4.0,11.11,1.0
1-14-9,1,entre_semana_11,entre_semana,11,16.73912,-93.134369,1,5,5.0,11.11,0.0
1-14-9,1,entre_semana_13,entre_semana,13,16.73912,-93.134369,1,6,6.0,11.11,0.0
1-14-11,1,entre_semana_08,entre_semana,8,16.73912,-93.128973,1,4,4.0,11.11,1.0
1-14-11,1,entre_semana_13,entre_semana,13,16.73912,-93.128973,1,2,2.0,11.11,0.0
1-14-11,1,fin_de_semana_05,fin_de_semana,5,16.73912,-93.128973,1,3,3.0,11.11,0.0
1-14-12,1,fin_de_semana_20,fin_de_semana,20,16.73912,-93.126275,1,3,3.0,11.11,0.0
1-14-13,1,fin_de_semana_23,fin_de_semana,23,16.73912,-93.123577,1,4,4.0,11.11,0.0
1-14-14,1,entre_semana_09,entre_semana,9,16.73912,-93.12088,1,4,4.0,11.11,1.0
1-14-14,1,fin_de_semana_16,fin_de_semana,16,16.73912,-93.12088,1,2,2.0,11.11,0.0
1-14-15,1,fin_de_semana_21,fin_de_semana,21,16.73912,-93.118182,1,4,4.0,11.11,0.0
1-14-16,1,entre_semana_01,entre_semana,1,16.73912,-93.115484,1,7,7.0,11.11,0.0
1-14-16,1,entre_semana_02,entre_semana,2,16.73912,-93.115484,1,8,8.0,11.11,0.0
1-14-16,1,entre_semana_04,entre_semana,4,16.73912,-93.115484,1,4,4.0,11.11,0.0
1-14-16,1,entre_semana_12,entre_semana,12,16.73912,-93.115484,1,9,9.0,11.11,0.0
1-14-16,1,entre_semana_13,entre_semana,13,16.73912,-93.115484,1,2,2.0,11.11,0.0
1-14-16,1,entre_semana_14,entre_semana,14,16.73912,-93.115484,1,4,4.0,11.11,1.0
1-14-16,1,fin_de_semana_07,fin_de_semana,7,16.73912,-93.115484,1,4,4.0,11.11,0.0
1-14-16,1,fin_de_semana_21,fin_de_semana,21,16.73912,-93.115484,1,4,4.0,11.11,0.0
1-14-17,1,entre_semana_00,entre_semana,0,16.73912,-93.112786,5,1,0.2,55.56,0.4
1-14-17,1,entre_semana_01,entre_semana,1,16.73912,-93.112786,1,7,7.0,11.11,0.0
1-14-17,1,entre_semana_02,entre_semana,2,16.73912,-93.112786,7,2,0.286,77.78,0.143
1-14-17,1,entre_semana_03,entre_semana,3,16.73912,-93.112786,4,4,1.0,44.44,0.0
1-14-17,1,entre_semana_04,entre_semana,4,16.73912,-93.112786,5,4,0.8,55.56,0.0
1-14-17,1,entre_semana_05,entre_semana,5,16.73912,-93.112786,4,3,0.75,44.44,0.0
1-14-17,1,entre_semana_06,entre_semana,6,16.73912,-93.112786,6,0,0.0,66.67,0.167
1-14-17,1,entre_semana_07,entre_semana,7,16.73912,-93.112786,21,3,0.143,233.33,0.286
1-14-17,1,entre_semana_08,entre_semana,8,16.73912,-93.112786,20,4,0.2,222.22,0.25
1-14-17,1,entre_semana_09,entre_semana,9,16.73912,-93.112786,12,8,0.667,133.33,0.333
1-14-17,1,entre_semana_10,entre_semana,10,16.73912,-93.112786,3,5,1.667,33.33,0.0
1-14-17,1,entre_semana_11,entre_semana,11,16.73912,-93.112786,1,3,3.0,11.11,0.0
1-14-17,1,entre_semana_12,entre_semana,12,16.73912,-93.112786,5,5,1.0,55.56,0.2
1-14-17,1,entre_semana_13,entre_semana,13,16.73912,-93.112786,12,4,0.333,133.33,0.417
1-14-17,1,entre_semana_14,entre_semana,14,16.73912,-93.112786,5,3,0.6,55.56,0.0
1-14-17,1,entre_semana_15,entre_semana,15,16.73912,-93.112786,4,2,0.5,44.44,0.0
1-14-17,1,entre_semana_16,entre_semana,16,16.73912,-93.112786,6,4,0.667,66.67,0.0
1-14-17,1,entre_semana_17,entre_semana,17,16.73912,-93.112786,10,5,0.5,111.11,0.4
1-14-17,1,entre_semana_18,entre_semana,18,16.73912,-93.112786,16,7,0.438,177.78,0.125
1-14-17,1,entre_semana_19,entre_semana,19,16.73912,-93.112786,21,4,0.19,233.33,0.429
1-14-17,1,entre_semana_20,entre_semana,20,16.73912,-93.112786,14,8,0.571,155.56,0.0
1-14-17,1,entre_semana_21,entre_semana,21,16.73912,-93.112786,11,3,0.273,122.22,0.182
1-14-17,1,entre_semana_22,entre_semana,22,16.73912,-93.112786,1,7,7.0,11.11,0.0
1-14-17,1,entre_semana_23,entre_semana,23,16.73912,-93.112786,2,4,2.0,22.22,0.0
1-14-17,1,fin_de_semana_00,fin_de_semana,0,16.73912,-93.112786,2,1,0.5,22.22,0.5
1-14-17,1,fin_de_semana_01,fin_de_semana,1,16.73912,-93.112786,1,4,4.0,11.11,0.0
1-14-17,1,fin_de_semana_02,fin_de_semana,2,16.73912,-93.112786,3,5,1.667,33.33,0.333
1-14-17,1,fin_de_semana_03,fin_de_semana,3,16.73912,-93.112786,1,3,3.0,11.11,0.0
1-14-17,1,fin_de_semana_04,fin_de_semana,4,16.73912,-93.112786,1,3,3.0,11.11,0.0
1-14-17,1,fin_de_semana_05,fin_de_semana,5,16.73912,-93.112786,3,4,1.333,33.33,0.0
1-14-17,1,fin_de_semana_06,fin_de_semana,6,16.73912,-93.112786,1,8,8.0,11.11,0.0
1-14-17,1,fin_de_semana_07,fin_de_semana,7,16.73912,-93.112786,11,0,0.0,122.22,0.273
1-14-17,1,fin_de_semana_08,fin_de_semana,8,16.73912,-93.112786,3,2,0.667,33.33,0.0
1-14-17,1,fin_de_semana_09,fin_de_semana,9,16.73912,-93.112786,6,2,0.333,66.67,0.667
1-14-17,1,fin_de_semana_11,fin_de_semana,11,16.73912,-93.112786,2,4,2.0,22.22,0.0
1-14-17,1,fin_de_semana_12,fin_de_semana,12,16.73912,-93.112786,2,4,2.0,22.22,0.0
1-14-17,1,fin_de_semana_13,fin_de_semana,13,16.73912,-93.112786,2,4,2.0,22.22,0.5
1-14-17,1,fin_de_semana_14,fin_de_semana,14,16.73912,-93.112786,3,1,0.333,33.33,0.0
1-14-17,1,fin_de_semana_15,fin_de_semana,15,16.73912,-93.112786,2,4,2.0,22.22,0.0
1-14-17,1,fin_de_semana_16,fin_de_semana,16,16.73912,-93.112786,2,6,3.0,22.22,0.0
1-14-17,1,fin_de_semana_17,fin_de_semana,17,16.73912,-93.112786,6,3,0.5,66.67,0.333
1-14-17,1,fin_de_semana_18,fin_de_semana,18,16.73912,-93.112786,6,5,0.833,66.67,0.333
1-14-17,1,fin_de_semana_19,fin_de_semana,19,16.73912,-93.112786,4,4,1.0,44.44,0.25
1-14-17,1,fin_de_semana_20,fin_de_semana,20,16.73912,-93.112786,9,3,0.333,100.0,0.333
1-14-17,1,fin_de_semana_21,fin_de_semana,21,16.73912,-93.112786,3,4,1.333,33.33,0.333
1-14-17,1,fin_de_semana_22,fin_de_semana,22,16.73912,-93.112786,3,4,1.333,33.33,0.0
1-14-17,1,fin_de_semana_23,fin_de_semana,23,16.73912,-93.112786,6,7,1.167,66.67,0.5
1-14-18,1,entre_semana_00,entre_semana,0,16.73912,-93.110088,14,3,0.214,155.56,0.071
1-14-18,1,entre_semana_01,entre_semana,1,16.73912,-93.110088,17,3,0.176,188.89,0.118
1-14-18,1,entre_semana_02,entre_semana,2,16.73912,-93.110088,12,3,0.25,133.33,0.083
1-14-18,1,entre_semana_03,entre_semana,3,16.73912,-93.110088,16,5,0.312,177.78,0.062
1-14-18,1,entre_semana_04,entre_semana,4,16.73912,-93.110088,15,6,0.4,166.67,0.0
1-14-18,1,entre_semana_05,entre_semana,5,16.73912,-93.110088,17,3,0.176,188.89,0.176
1-14-18,1,entre_semana_06,entre_semana,6,16.73912,-93.110088,17,8,0.471,188.89,0.059
