cell_id,municipio,time_bucket,dia_tipo,hour,centroid_lat,centroid_lon,n_requests,n_drivers_available,supply_demand_ratio,demand_density,cancel_rate,is_hot_true,zone_id_true
1-4-2,1,entre_semana_07,entre_semana,7,16.622141,-93.095255,25,4,0.16,277.78,0.36,True,0
1-4-2,1,entre_semana_08,entre_semana,8,16.622141,-93.095255,18,2,0.111,200.0,0.111,True,0
1-4-2,1,entre_semana_09,entre_semana,9,16.622141,-93.095255,24,5,0.208,266.67,0.25,True,0
1-4-2,1,entre_semana_10,entre_semana,10,16.622141,-93.095255,4,6,1.5,44.44,0.0,False,0
1-4-2,1,entre_semana_11,entre_semana,11,16.622141,-93.095255,3,6,2.0,33.33,0.333,False,0
1-4-2,1,entre_semana_12,entre_semana,12,16.622141,-93.095255,5,3,0.6,55.56,0.2,True,0
1-4-2,1,entre_semana_13,entre_semana,13,16.622141,-93.095255,19,5,0.263,211.11,0.053,True,0
1-4-2,1,entre_semana_14,entre_semana,14,16.622141,-93.095255,6,4,0.667,66.67,0.167,True,0
1-4-2,1,entre_semana_15,entre_semana,15,16.622141,-93.095255,4,6,1.5,44.44,0.0,False,0
1-4-2,1,entre_semana_16,entre_semana,16,16.622141,-93.095255,1,5,5.0,11.11,0.0,False,-1
1-4-2,1,entre_semana_17,entre_semana,17,16.622141,-93.095255,25,5,0.2,277.78,0.32,True,0
1-4-2,1,entre_semana_18,entre_semana,18,16.622141,-93.095255,20,2,0.1,222.22,0.5,True,0
1-4-2,1,entre_semana_19,entre_semana,19,16.622141,-93.095255,22,2,0.091,244.44,0.455,True,0
1-4-2,1,entre_semana_20,entre_semana,20,16.622141,-93.095255,15,3,0.2,166.67,0.333,True,0
1-4-2,1,entre_semana_21,entre_semana,21,16.622141,-93.095255,9,5,0.556,100.0,0.0,True,0
1-4-2,1,entre_semana_22,entre_semana,22,16.622141,-93.095255,5,2,0.4,55.56,0.2,True,0
1-4-2,1,entre_semana_23,entre_semana,23,16.622141,-93.095255,5,4,0.8,55.56,0.0,True,0
1-4-2,1,fin_de_semana_02,fin_de_semana,2,16.622141,-93.095255,2,7,3.5,22.22,0.0,False,0
1-4-2,1,fin_de_semana_03,fin_de_semana,3,16.622141,-93.095255,2,0,0.0,22.22,0.0,False,0
1-4-2,1,fin_de_semana_05,fin_de_semana,5,16.622141,-93.095255,2,6,3.0,22.22,0.5,False,-1
1-4-2,1,fin_de_semana_06,fin_de_semana,6,16.622141,-93.095255,1,3,3.0,11.11,0.0,False,0
1-4-2,1,fin_de_semana_07,fin_de_semana,7,16.622141,-93.095255,10,5,0.5,111.11,0.3,True,0
1-4-2,1,fin_de_semana_08,fin_de_semana,8,16.622141,-93.095255,8,5,0.625,88.89,0.375,True,0
1-4-2,1,fin_de_semana_09,fin_de_semana,9,16.622141,-93.095255,11,3,0.273,122.22,0.0,True,0
1-4-2,1,fin_de_semana_10,fin_de_semana,10,16.622141,-93.095255,3,7,2.333,33.33,0.0,False,0
1-4-2,1,fin_de_semana_11,fin_de_semana,11,16.622141,-93.095255,2,5,2.5,22.22,0.0,False,-1
1-4-2,1,fin_de_semana_12,fin_de_semana,12,16.622141,-93.095255,2,3,1.5,22.22,0.0,False,0
1-4-2,1,fin_de_semana_13,fin_de_semana,13,16.622141,-93.095255,5,3,0.6,55.56,0.4,True,0
1-4-2,1,fin_de_semana_14,fin_de_semana,14,16.622141,-93.095255,1,3,3.0,11.11,0.0,False,0
1-4-2,1,fin_de_semana_15,fin_de_semana,15,16.622141,-93.095255,2,1,0.5,22.22,0.0,False,0
1-4-2,1,fin_de_semana_16,fin_de_semana,16,16.622141,-93.095255,1,6,6.0,11.11,0.0,False,0
1-4-2,1,fin_de_semana_17,fin_de_semana,17,16.622141,-93.095255,5,6,1.2,55.56,0.4,True,0
1-4-2,1,fin_de_semana_18,fin_de_semana,18,16.622141,-93.095255,9,10,1.111,100.0,0.333,True,0
1-4-2,1,fin_de_semana_19,fin_de_semana,19,16.622141,-93.095255,13,1,0.077,144.44,0.308,True,0
1-4-2,1,fin_de_semana_20,fin_de_semana,20,16.622141,-93.095255,7,3,0.429,77.78,0.286,True,0
1-4-2,1,fin_de_semana_21,fin_de_semana,21,16.622141,-93.095255,6,4,0.667,66.67,0.333,True,0
1-4-2,1,fin_de_semana_22,fin_de_semana,22,16.622141,-93.095255,12,7,0.583,133.33,0.083,True,0
1-4-2,1,fin_de_semana_23,fin_de_semana,23,16.622141,-93.095255,7,4,0.571,77.78,0.571,True,0
1-4-3,1,entre_semana_00,entre_semana,0,16.622141,-93.092557,21,2,0.095,233.33,0.143,True,0
1-4-3,1,entre_semana_01,entre_semana,1,16.622141,-93.092557,21,6,0.286,233.33,0.143,True,0
1-4-3,1,entre_semana_02,entre_semana,2,16.622141,-93.092557,27,4,0.148,300.0,0.111,True,0
1-4-3,1,entre_semana_03,entre_semana,3,16.622141,-93.092557,29,7,0.241,322.22,0.069,True,0
1-4-3,1,entre_semana_04,entre_semana,4,16.622141,-93.092557,21,3,0.143,233.33,0.095,True,0
1-4-3,1,entre_semana_05,entre_semana,5,16.622141,-93.092557,25,3,0.12,277.78,0.12,True,0
1-4-3,1,entre_semana_06,entre_semana,6,16.622141,-93.092557,23,6,0.261,255.56,0.087,True,0
1-4-3,1,entre_semana_07,entre_semana,7,16.622141,-93.092557,128,2,0.016,1422.22,0.281,True,0
1-4-3,1,entre_semana_08,entre_semana,8,16.622141,-93.092557,128,5,0.039,1422.22,0.352,True,0
1-4-3,1,entre_semana_09,entre_semana,9,16.622141,-93.092557,82,3,0.037,911.11,0.366,True,0
1-4-3,1,entre_semana_10,entre_semana,10,16.622141,-93.092557,25,1,0.04,277.78,0.08,True,0
1-4-3,1,entre_semana_11,entre_semana,11,16.622141,-93.092557,30,3,0.1,333.33,0.1,True,0
1-4-3,1,entre_semana_12,entre_semana,12,16.622141,-93.092557,25,4,0.16,277.78,0.08,True,0
1-4-3,1,entre_semana_13,entre_semana,13,16.622141,-93.092557,65,7,0.108,722.22,0.338,True,0
1-4-3,1,entre_semana_14,entre_semana,14,16.622141,-93.092557,35,7,0.2,388.89,0.029,True,0
1-4-3,1,entre_semana_15,entre_semana,15,16.622141,-93.092557,22,4,0.182,244.44,0.0,True,0
1-4-3,1,entre_semana_16,entre_semana,16,16.622141,-93.092557,21,1,0.048,233.33,0.0,True,0
1-4-3,1,entre_semana_17,entre_semana,17,16.622141,-93.092557,121,1,0.008,1344.44,0.364,True,0
1-4-3,1,entre_semana_18,entre_semana,18,16.622141,-93.092557,118,4,0.034,1311.11,0.339,True,0
1-4-3,1,entre_semana_19,entre_semana,19,16.622141,-93.092557,121,4,0.033,1344.44,0.314,True,0
1-4-3,1,entre_semana_20,entre_semana,20,16.622141,-93.092557,72,4,0.056,800.0,0.208,True,0
1-4-3,1,entre_semana_21,entre_semana,21,16.622141,-93.092557,28,6,0.214,311.11,0.179,True,0
1-4-3,1,entre_semana_22,entre_semana,22,16.622141,-93.092557,32,3,0.094,355.56,0.031,True,0
1-4-3,1,entre_semana_23,entre_semana,23,16.622141,-93.092557,22,4,0.182,244.44,0.045,True,0
1-4-3,1,fin_de_semana_00,fin_de_semana,0,16.622141,-93.092557,10,3,0.3,111.11,0.2,True,0
1-4-3,1,fin_de_semana_01,fin_de_semana,1,16.622141,-93.092557,10,7,0.7,111.11,0.0,True,0
1-4-3,1,fin_de_semana_02,fin_de_semana,2,16.622141,-93.092557,2,3,1.5,22.22,0.0,False,0
1-4-3,1,fin_de_semana_03,fin_de_semana,3,16.622141,-93.092557,6,4,0.667,66.67,0.167,True,0
1-4-3,1,fin_de_semana_04,fin_de_semana,4,16.622141,-93.092557,11,0,0.0,122.22,0.091,True,0
1-4-3,1,fin_de_semana_05,fin_de_semana,5,16.622141,-93.092557,9,4,0.444,100.0,0.222,True,0
1-4-3,1,fin_de_semana_06,fin_de_semana,6,16.622141,-93.092557,13,0,0.0,144.44,0.154,True,0
1-4-3,1,fin_de_semana_07,fin_de_semana,7,16.622141,-93.092557,49,0,0.0,544.44,0.49,True,0
1-4-3,1,fin_de_semana_08,fin_de_semana,8,16.622141,-93.092557,58,6,0.103,644.44,0.379,True,0
1-4-3,1,fin_de_semana_09,fin_de_semana,9,16.622141,-93.092557,44,2,0.045,488.89,0.25,True,0
1-4-3,1,fin_de_semana_10,fin_de_semana,10,16.622141,-93.092557,10,4,0.4,111.11,0.2,True,0
1-4-3,1,fin_de_semana_11,fin_de_semana,11,16.622141,-93.092557,10,12,1.2,111.11,0.2,True,0
1-4-3,1,fin_de_semana_12,fin_de_semana,12,16.622141,-93.092557,8,6,0.75,88.89,0.0,True,0
1-4-3,1,fin_de_semana_13,fin_de_semana,13,16.622141,-93.092557,33,3,0.091,366.67,0.182,True,0
1-4-3,1,fin_de_semana_14,fin_de_semana,14,16.622141,-93.092557,10,6,0.6,111.11,0.1,True,0
1-4-3,1,fin_de_semana_15,fin_de_semana,15,16.622141,-93.092557,9,4,0.444,100.0,0.0,True,0
1-4-3,1,fin_de_semana_16,fin_de_semana,16,16.622141,-93.092557,10,7,0.7,111.11,0.0,True,0
1-4-3,1,fin_de_semana_17,fin_de_semana,17,16.622141,-93.092557,45,2,0.044,500.0,0.311,True,0
1-4-3,1,fin_de_semana_18,fin_de_semana,18,16.622141,-93.092557,49,4,0.082,544.44,0.408,True,0
1-4-3,1,fin_de_semana_19,fin_de_semana,19,16.622141,-93.092557,43,2,0.047,477.78,0.163,True,0
1-4-3,1,fin_de_semana_20,fin_de_semana,20,16.622141,-93.092557,42,3,0.071,466.67,0.262,True,0
1-4-3,1,fin_de_semana_21,fin_de_semana,21,16.622141,-93.092557,38,4,0.105,422.22,0.342,True,0
1-4-3,1,fin_de_semana_22,fin_de_semana,22,16.622141,-93.092557,39,2,0.051,433.33,0.308,True,0
1-4-3,1,fin_de_semana_23,fin_de_semana,23,16.622141,-93.092557,29,3,0.103,322.22,0.345,True,0
1-4-4,1,entre_semana_00,entre_semana,0,16.622141,-93.089859,3,5,1.667,33.33,0.0,False,0
1-4-4,1,entre_semana_01,entre_semana,1,16.622141,-93.089859,4,4,1.0,44.44,0.0,False,0
1-4-4,1,entre_semana_02,entre_semana,2,16.622141,-93.089859,3,5,1.667,33.33,0.333,False,0
1-4-4,1,entre_semana_03,entre_semana,3,16.622141,-93.089859,2,4,2.0,22.22,0.5,False,0
1-4-4,1,entre_semana_04,entre_semana,4,16.622141,-93.089859,5,1,0.2,55.56,0.0,True,2
1-4-4,1,entre_semana_05,entre_semana,5,16.622141,-93.089859,5,3,0.6,55.56,0.6,True,0
1-4-4,1,entre_semana_06,entre_semana,6,16.622141,-93.089859,7,6,0.857,77.78,0.0,True,2
1-4-4,1,entre_semana_07,entre_semana,7,16.622141,-93.089859,17,5,0.294,188.89,0.176,True,2
1-4-4,1,entre_semana_08,entre_semana,8,16.622141,-93.089859,21,4,0.19,233.33,0.333,True,2
1-4-4,1,entre_semana_09,entre_semana,9,16.622141,-93.089859,20,1,0.05,222.22,0.25,True,2
1-4-4,1,entre_semana_10,entre_semana,10,16.622141,-93.089859,5,0,0.0,55.56,0.0,True,2
1-4-4,1,entre_semana_11,entre_semana,11,16.622141,-93.089859,10,3,0.3,111.11,0.2,True,0
1-4-4,1,entre_semana_12,entre_semana,12,16.622141,-93.089859,5,0,0.0,55.56,0.0,True,0
1-4-4,1,entre_semana_13,entre_semana,13,16.622141,-93.089859,8,4,0.5,88.89,0.25,True,0
1-4-4,1,entre_semana_14,entre_semana,14,16.622141,-93.089859,3,8,2.667,33.33,0.0,False,0
1-4-4,1,entre_semana_15,entre_semana,15,16.622141,-93.089859,10,7,0.7,111.11,0.0,True,0
1-4-4,1,entre_semana_16,entre_semana,16,16.622141,-93.089859,4,3,0.75,44.44,0.0,False,2
1-4-4,1,entre_semana_17,entre_semana,17,16.622141,-93.089859,22,2,0.091,244.44,0.5,True,2
1-4-4,1,entre_semana_18,entre_semana,18,16.622141,-93.089859,29,7,0.241,322.22,0.276,True,0
1-4-4,1,entre_semana_19,entre_semana,19,16.622141,-93.089859,21,2,0.095,233.33,0.333,True,0
1-4-4,1,entre_semana_20,entre_semana,20,16.622141,-93.089859,20,4,0.2,222.22,0.2,True,0
1-4-4,1,entre_semana_21,entre_semana,21,16.622141,-93.089859,1,5,5.0,11.11,0.0,False,2
1-4-4,1,entre_semana_22,entre_semana,22,16.622141,-93.089859,3,1,0.333,33.33,0.0,False,-1
1-4-4,1,entre_semana_23,entre_semana,23,16.622141,-93.089859,7,7,1.0,77.78,0.0,False,-1
1-4-4,1,fin_de_semana_00,fin_de_semana,0,16.622141,-93.089859,1,3,3.0,11.11,0.0,False,2
1-4-4,1,fin_de_semana_01,fin_de_semana,1,16.622141,-93.089859,6,4,0.667,66.67,0.0,True,0
1-4-4,1,fin_de_semana_03,fin_de_semana,3,16.622141,-93.089859,1,5,5.0,11.11,0.0,False,0
1-4-4,1,fin_de_semana_04,fin_de_semana,4,16.622141,-93.089859,1,3,3.0,11.11,1.0,False,0
1-4-4,1,fin_de_semana_05,fin_de_semana,5,16.622141,-93.089859,3,6,2.0,33.33,0.0,False,-1
1-4-4,1,fin_de_semana_06,fin_de_semana,6,16.622141,-93.089859,2,5,2.5,22.22,0.0,False,0
1-4-4,1,fin_de_semana_07,fin_de_semana,7,16.622141,-93.089859,16,3,0.188,177.78,0.562,True,0
1-4-4,1,fin_de_semana_08,fin_de_semana,8,16.622141,-93.089859,15,1,0.067,166.67,0.333,True,0
1-4-4,1,fin_de_semana_09,fin_de_semana,9,16.622141,-93.089859,7,7,1.0,77.78,0.143,True,0
1-4-4,1,fin_de_semana_10,fin_de_semana,10,16.622141,-93.089859,3,4,1.333,33.33,0.0,False,2
1-4-4,1,fin_de_semana_11,fin_de_semana,11,16.622141,-93.089859,1,3,3.0,11.11,0.0,False,0
1-4-4,1,fin_de_semana_12,fin_de_semana,12,16.622141,-93.089859,1,4,4.0,11.11,0.0,False,2
1-4-4,1,fin_de_semana_13,fin_de_semana,13,16.622141,-93.089859,6,6,1.0,66.67,0.333,True,2
1-4-4,1,fin_de_semana_15,fin_de_semana,15,16.622141,-93.089859,4,4,1.0,44.44,0.0,False,2
1-4-4,1,fin_de_semana_17,fin_de_semana,17,16.622141,-93.089859,13,3,0.231,144.44,0.308,True,2
1-4-4,1,fin_de_semana_18,fin_de_semana,18,16.622141,-93.089859,10,7,0.7,111.11,0.1,True,0
1-4-4,1,fin_de_semana_19,fin_de_semana,19,16.622141,-93.089859,7,6,0.857,77.78,0.429,True,0
1-4-4,1,fin_de_semana_20,fin_de_semana,20,16.622141,-93.089859,5,1,0.2,55.56,0.0,True,2
1-4-4,1,fin_de_semana_21,fin_de_semana,21,16.622141,-93.089859,6,7,1.167,66.67,0.333,True,0
1-4-4,1,fin_de_semana_22,fin_de_semana,22,16.622141,-93.089859,9,0,0.0,100.0,0.556,True,0
1-4-4,1,fin_de_semana_23,fin_de_semana,23,16.622141,-93.089859,8,4,0.5,88.89,0.125,True,2
1-4-5,1,entre_semana_06,entre_semana,6,16.622141,-93.087161,1,6,6.0,11.11,0.0,False,-1
1-4-5,1,entre_semana_07,entre_semana,7,16.622141,-93.087161,1,5,5.0,11.11,0.0,False,-1
1-4-5,1,entre_semana_08,entre_semana,8,16.622141,-93.087161,1,2,2.0,11.11,0.0,False,-1
1-4-5,1,entre_semana_09,entre_semana,9,16.622141,-93.087161,2,6,3.0,22.22,1.0,False,-1
1-4-5,1,entre_semana_12,entre_semana,12,16.622141,-93.087161,1,8,8.0,11.11,0.0,False,-1
1-4-5,1,entre_semana_13,entre_semana,13,16.622141,-93.087161,1,3,3.0,11.11,0.0,False,-1
1-4-5,1,entre_semana_14,entre_semana,14,16.622141,-93.087161,2,5,2.5,22.22,0.0,False,-1
1-4-5,1,entre_semana_15,entre_semana,15,16.622141,-93.087161,1,4,4.0,11.11,0.0,False,-1
1-4-5,1,entre_semana_16,entre_semana,16,16.622141,-93.087161,1,5,5.0,11.11,0.0,False,2
1-4-5,1,entre_semana_17,entre_semana,17,16.622141,-93.087161,4,3,0.75,44.44,0.5,False,-1
1-4-5,1,entre_semana_18,entre_semana,18,16.622141,-93.087161,1,6,6.0,11.11,1.0,False,-1
1-4-5,1,entre_semana_19,entre_semana,19,16.622141,-93.087161,5,2,0.4,55.56,0.4,False,-1
1-4-5,1,entre_semana_20,entre_semana,20,16.622141,-93.087161,1,3,3.0,11.11,0.0,False,-1
1-4-5,1,entre_semana_23,entre_semana,23,16.622141,-93.087161,1,9,9.0,11.11,0.0,False,-1
1-4-5,1,fin_de_semana_06,fin_de_semana,6,16.622141,-93.087161,1,5,5.0,11.11,0.0,False,-1
1-4-5,1,fin_de_semana_08,fin_de_semana,8,16.622141,-93.087161,1,11,11.0,11.11,0.0,False,-1
1-4-5,1,fin_de_semana_09,fin_de_semana,9,16.622141,-93.087161,2,1,0.5,22.22,0.5,False,-1
1-4-5,1,fin_de_semana_11,fin_de_semana,11,16.622141,-93.087161,1,4,4.0,11.11,0.0,False,-1
1-4-5,1,fin_de_semana_16,fin_de_semana,16,16.622141,-93.087161,2,3,1.5,22.22,0.0,False,-1
1-4-5,1,fin_de_semana_18,fin_de_semana,18,16.622141,-93.087161,2,4,2.0,22.22,0.0,False,-1
1-4-5,1,fin_de_semana_21,fin_de_semana,21,16.622141,-93.087161,1,5,5.0,11.11,0.0,False,-1
1-4-5,1,fin_de_semana_22,fin_de_semana,22,16.622141,-93.087161,1,4,4.0,11.11,1.0,False,-1
1-4-5,1,fin_de_semana_23,fin_de_semana,23,16.622141,-93.087161,1,3,3.0,11.11,0.0,False,-1
1-4-6,1,entre_semana_00,entre_semana,0,16.622141,-93.084463,1,6,6.0,11.11,0.0,False,-1
1-4-6,1,entre_semana_01,entre_semana,1,16.622141,-93.084463,1,4,4.0,11.11,1.0,False,-1
1-4-6,1,entre_semana_03,entre_semana,3,16.622141,-93.084463,1,6,6.0,11.11,0.0,False,-1
1-4-6,1,entre_semana_05,entre_semana,5,16.622141,-93.084463,1,5,5.0,11.11,0.0,False,-1
1-4-6,1,entre_semana_07,entre_semana,7,16.622141,-93.084463,1,5,5.0,11.11,0.0,False,-1
1-4-6,1,entre_semana_09,entre_semana,9,16.622141,-93.084463,3,7,2.333,33.33,0.333,False,-1
1-4-6,1,entre_semana_13,entre_semana,13,16.622141,-93.084463,1,4,4.0,11.11,0.0,False,-1
1-4-6,1,entre_semana_15,entre_semana,15,16.622141,-93.084463,1,8,8.0,11.11,0.0,False,-1
1-4-6,1,entre_semana_17,entre_semana,17,16.622141,-93.084463,2,3,1.5,22.22,0.5,False,-1
1-4-6,1,entre_semana_18,entre_semana,18,16.622141,-93.084463,1,8,8.0,11.11,1.0,False,-1
1-4-6,1,entre_semana_20,entre_semana,20,16.622141,-93.084463,1,7,7.0,11.11,0.0,False,-1
1-4-6,1,entre_semana_23,entre_semana,23,16.622141,-93.084463,1,1,1.0,11.11,0.0,False,-1
1-4-6,1,fin_de_semana_07,fin_de_semana,7,16.622141,-93.084463,1,6,6.0,11.11,1.0,False,-1
1-4-6,1,fin_de_semana_08,fin_de_semana,8,16.622141,-93.084463,1,5,5.0,11.11,1.0,False,-1
1-4-6,1,fin_de_semana_09,fin_de_semana,9,16.622141,-93.084463,1,3,3.0,11.11,1.0,False,-1
1-4-6,1,fin_de_semana_13,fin_de_semana,13,16.622141,-93.084463,2,1,0.5,22.22,0.0,False,-1
1-4-6,1,fin_de_semana_15,fin_de_semana,15,16.622141,-93.084463,1,6,6.0,11.11,0.0,False,-1
1-4-6,1,fin_de_semana_17,fin_de_semana,17,16.622141,-93.084463,1,4,4.0,11.11,0.0,False,-1
1-4-6,1,fin_de_semana_22,fin_de_semana,22,16.622141,-93.084463,1,5,5.0,11.11,0.0,False,-1
1-5-0,1,entre_semana_01,entre_semana,1,16.624839,-93.100651,1,2,2.0,11.11,0.0,False,-1
1-5-0,1,entre_semana_02,entre_semana,2,16.624839,-93.100651,1,6,6.0,11.11,0.0,False,-1
1-5-0,1,entre_semana_07,entre_semana,7,16.624839,-93.100651,5,7,1.4,55.56,0.4,False,-1
1-5-0,1,entre_semana_08,entre_semana,8,16.624839,-93.100651,4,5,1.25,44.44,0.0,False,-1
1-5-0,1,entre_semana_09,entre_semana,9,16.624839,-93.100651,3,4,1.333,33.33,0.333,False,-1
1-5-0,1,entre_semana_10,entre_semana,10,16.624839,-93.100651,1,5,5.0,11.11,0.0,False,-1
1-5-0,1,entre_semana_13,entre_semana,13,16.624839,-93.100651,2,4,2.0,22.22,0.0,False,-1
1-5-0,1,entre_semana_18,entre_semana,18,16.624839,-93.100651,4,1,0.25,44.44,0.25,False,-1
1-5-0,1,entre_semana_19,entre_semana,19,16.624839,-93.100651,2,4,2.0,22.22,0.5,False,-1
1-5-0,1,entre_semana_20,entre_semana,20,16.624839,-93.100651,1,5,5.0,11.11,0.0,False,-1
1-5-0,1,entre_semana_21,entre_semana,21,16.624839,-93.100651,1,1,1.0,11.11,0.0,False,-1
1-5-0,1,entre_semana_22,entre_semana,22,16.624839,-93.100651,1,1,1.0,11.11,0.0,False,-1
1-5-0,1,fin_de_semana_00,fin_de_semana,0,16.624839,-93.100651,1,0,0.0,11.11,0.0,False,-1
1-5-0,1,fin_de_semana_01,fin_de_semana,1,16.624839,-93.100651,2,6,3.0,22.22,0.0,False,-1
1-5-0,1,fin_de_semana_03,fin_de_semana,3,16.624839,-93.100651,1,3,3.0,11.11,0.0,False,-1
1-5-0,1,fin_de_semana_04,fin_de_semana,4,16.624839,-93.100651,1,2,2.0,11.11,0.0,False,-1
1-5-0,1,fin_de_semana_07,fin_de_semana,7,16.624839,-93.100651,1,6,6.0,11.11,0.0,False,-1
1-5-0,1,fin_de_semana_08,fin_de_semana,8,16.624839,-93.100651,1,3,3.0,11.11,1.0,False,-1
1-5-0,1,fin_de_semana_10,fin_de_semana,10,16.624839,-93.100651,1,4,4.0,11.11,1.0,False,-1
1-5-0,1,fin_de_semana_13,fin_de_semana,13,16.624839,-93.100651,1,3,3.0,11.11,0.0,False,-1
1-5-0,1,fin_de_semana_15,fin_de_semana,15,16.624839,-93.100651,1,3,3.0,11.11,0.0,False,-1
1-5-0,1,fin_de_semana_17,fin_de_semana,17,16.624839,-93.100651,1,3,3.0,11.11,1.0,False,-1
1-5-0,1,fin_de_semana_19,fin_de_semana,19,16.624839,-93.100651,1,1,1.0,11.11,0.0,False,-1
1-5-0,1,fin_de_semana_20,fin_de_semana,20,16.624839,-93.100651,1,3,3.0,11.11,1.0,False,-1
1-5-0,1,fin_de_semana_21,fin_de_semana,21,16.624839,-93.100651,1,6,6.0,11.11,1.0,False,-1
1-5-1,1,entre_semana_00,entre_semana,0,16.624839,-93.097953,1,1,1.0,11.11,0.0,False,-1
1-5-1,1,entre_semana_02,entre_semana,2,16.624839,-93.097953,1,4,4.0,11.11,0.0,False,-1
1-5-1,1,entre_semana_05,entre_semana,5,16.624839,-93.097953,1,4,4.0,11.11,1.0,False,-1
1-5-1,1,entre_semana_07,entre_semana,7,16.624839,-93.097953,2,5,2.5,22.22,0.5,False,-1
1-5-1,1,entre_semana_08,entre_semana,8,16.624839,-93.097953,5,4,0.8,55.56,0.6,False,-1
1-5-1,1,entre_semana_09,entre_semana,9,16.624839,-93.097953,2,4,2.0,22.22,0.5,False,-1
1-5-1,1,entre_semana_10,entre_semana,10,16.624839,-93.097953,1,8,8.0,11.11,0.0,False,-1
1-5-1,1,entre_semana_11,entre_semana,11,16.624839,-93.097953,1,7,7.0,11.11,0.0,False,-1
1-5-1,1,entre_semana_12,entre_semana,12,16.624839,-93.097953,2,5,2.5,22.22,0.0,False,-1
1-5-1,1,entre_semana_17,entre_semana,17,16.624839,-93.097953,4,4,1.0,44.44,0.25,False,-1
1-5-1,1,entre_semana_18,entre_semana,18,16.624839,-93.097953,3,8,2.667,33.33,0.0,False,-1
1-5-1,1,entre_semana_19,entre_semana,19,16.624839,-93.097953,1,2,2.0,11.11,0.0,False,-1
1-5-1,1,entre_semana_22,entre_semana,22,16.624839,-93.097953,1,4,4.0,11.11,1.0,False,-1
1-5-1,1,fin_de_semana_01,fin_de_semana,1,16.624839,-93.097953,1,1,1.0,11.11,0.0,False,-1
1-5-1,1,fin_de_semana_03,fin_de_semana,3,16.624839,-93.097953,1,2,2.0,11.11,0.0,False,-1
1-5-1,1,fin_de_semana_07,fin_de_semana,7,16.624839,-93.097953,1,5,5.0,11.11,0.0,False,-1
1-5-1,1,fin_de_semana_08,fin_de_semana,8,16.624839,-93.097953,1,3,3.0,11.11,1.0,False,-1
1-5-1,1,fin_de_semana_09,fin_de_semana,9,16.624839,-93.097953,1,7,7.0,11.11,0.0,False,-1
1-5-1,1,fin_de_semana_18,fin_de_semana,18,16.624839,-93.097953,1,5,5.0,11.11,0.0,False,-1
1-5-1,1,fin_de_semana_19,fin_de_semana,19,16.624839,-93.097953,1,3,3.0,11.11,0.0,False,1
1-5-1,1,fin_de_semana_20,fin_de_semana,20,16.624839,-93.097953,3,5,1.667,33.33,0.0,False,-1
1-5-2,1,entre_semana_00,entre_semana,0,16.624839,-93.095255,18,1,0.056,200.0,0.056,True,0
1-5-2,1,entre_semana_01,entre_semana,1,16.624839,-93.095255,15,9,0.6,166.67,0.2,True,0
1-5-2,1,entre_semana_02,entre_semana,2,16.624839,-93.095255,15,7,0.467,166.67,0.267,True,0
1-5-2,1,entre_semana_03,entre_semana,3,16.624839,-93.095255,16,3,0.188,177.78,0.062,True,0
1-5-2,1,entre_semana_04,entre_semana,4,16.624839,-93.095255,12,5,0.417,133.33,0.0,True,0
1-5-2,1,entre_semana_05,entre_semana,5,16.624839,-93.095255,11,4,0.364,122.22,0.091,True,0
1-5-2,1,entre_semana_06,entre_semana,6,16.624839,-93.095255,25,1,0.04,277.78,0.2,True,0
1-5-2,1,entre_semana_07,entre_semana,7,16.624839,-93.095255,87,3,0.034,966.67,0.287,True,0
1-5-2,1,entre_semana_08,entre_semana,8,16.624839,-93.095255,87,3,0.034,966.67,0.391,True,0
1-5-2,1,entre_semana_09,entre_semana,9,16.624839,-93.095255,61,4,0.066,677.78,0.328,True,0
1-5-2,1,entre_semana_10,entre_semana,10,16.624839,-93.095255,17,4,0.235,188.89,0.118,True,0
1-5-2,1,entre_semana_11,entre_semana,11,16.624839,-93.095255,27,5,0.185,300.0,0.148,True,0
1-5-2,1,entre_semana_12,entre_semana,12,16.624839,-93.095255,23,2,0.087,255.56,0.0,True,0
1-5-2,1,entre_semana_13,entre_semana,13,16.624839,-93.095255,49,5,0.102,544.44,0.306,True,0
1-5-2,1,entre_semana_14,entre_semana,14,16.624839,-93.095255,16,7,0.438,177.78,0.062,True,0
1-5-2,1,entre_semana_15,entre_semana,15,16.624839,-93.095255,14,2,0.143,155.56,0.143,True,0
1-5-2,1,entre_semana_16,entre_semana,16,16.624839,-93.095255,15,1,0.067,166.67,0.2,True,0
1-5-2,1,entre_semana_17,entre_semana,17,16.624839,-93.095255,85,5,0.059,944.44,0.282,True,0
1-5-2,1,entre_semana_18,entre_semana,18,16.624839,-93.095255,79,7,0.089,877.78,0.304,True,0
1-5-2,1,entre_semana_19,entre_semana,19,16.624839,-93.095255,63,5,0.079,700.0,0.317,True,0
1-5-2,1,entre_semana_20,entre_semana,20,16.624839,-93.095255,51,5,0.098,566.67,0.176,True,0
1-5-2,1,entre_semana_21,entre_semana,21,16.624839,-93.095255,14,5,0.357,155.56,0.071,True,0
1-5-2,1,entre_semana_22,entre_semana,22,16.624839,-93.095255,19,6,0.316,211.11,0.105,True,0
1-5-2,1,entre_semana_23,entre_semana,23,16.624839,-93.095255,13,7,0.538,144.44,0.077,True,0
